ds,y
02/03/2015,276.3226137
03/03/2015,282.7059009
04/03/2015,273.4475365
05/03/2015,276.2688092
06/03/2015,273.3181148
07/03/2015,276.4033574
08/03/2015,275.3380339
09/03/2015,290.130059
10/03/2015,292.3203831
11/03/2015,296.6933293
12/03/2015,295.8003448
13/03/2015,285.9110263
14/03/2015,283.6083063
15/03/2015,287.270142
16/03/2015,291.3921181
17/03/2015,285.2483966
18/03/2015,257.2861601
19/03/2015,262.092948
20/03/2015,262.9664921
21/03/2015,261.1842975
22/03/2015,268.8994158
23/03/2015,266.777993
24/03/2015,246.835083
25/03/2015,246.7191368
26/03/2015,249.5329936
27/03/2015,247.3788983
28/03/2015,253.231614
29/03/2015,242.9676143
30/03/2015,248.3369345
31/03/2015,244.7124857
01/04/2015,247.1858194
02/04/2015,253.6300704
03/04/2015,254.8331636
04/04/2015,253.9458486
05/04/2015,261.1121362
06/04/2015,256.3673869
07/04/2015,254.831898
08/04/2015,245.8252104
09/04/2015,243.8606362
10/04/2015,235.8719006
11/04/2015,237.4090678
12/04/2015,237.1410424
13/04/2015,225.5056359
14/04/2015,219.7572367
15/04/2015,223.3139079
16/04/2015,228.4938153
17/04/2015,222.7850602
18/04/2015,223.3980441
19/04/2015,223.2841353
20/04/2015,224.8949036
21/04/2015,234.9393565
22/04/2015,233.8224188
23/04/2015,235.9332937
24/04/2015,231.4585923
25/04/2015,226.445993
26/04/2015,220.5034068
27/04/2015,227.3259904
28/04/2015,225.5493688
29/04/2015,225.6692884
30/04/2015,236.327976
01/05/2015,232.7465827
02/05/2015,235.5400771
03/05/2015,240.464249
04/05/2015,238.9766613
05/05/2015,236.0233834
06/05/2015,229.4812193
07/05/2015,237.1306873
08/05/2015,244.3834728
09/05/2015,242.70595
10/05/2015,240.7314839
11/05/2015,242.2498372
12/05/2015,242.2090921
13/05/2015,236.5502659
14/05/2015,236.9489167
15/05/2015,237.4845023
16/05/2015,235.8121344
17/05/2015,236.9636829
18/05/2015,232.8838496
19/05/2015,231.9744468
20/05/2015,234.1903063
21/05/2015,235.5538217
22/05/2015,240.3232037
23/05/2015,238.9632817
24/05/2015,240.7117583
25/05/2015,237.0035432
26/05/2015,236.7962613
27/05/2015,237.2035964
28/05/2015,236.9568819
29/05/2015,236.6465266
30/05/2015,232.78877
31/05/2015,229.4505479
01/06/2015,223.2827019
02/06/2015,225.320801
03/06/2015,225.2130634
04/06/2015,223.5400769
05/06/2015,224.7310719
06/06/2015,225.1605132
07/06/2015,223.4116859
08/06/2015,228.7742914
09/06/2015,229.3705295
10/06/2015,228.5884874
11/06/2015,229.5844117
12/06/2015,229.8112185
13/06/2015,233.0153445
14/06/2015,232.5071087
15/06/2015,236.7909629
16/06/2015,251.4326768
17/06/2015,247.9693177
18/06/2015,249.0124795
19/06/2015,244.8034842
20/06/2015,245.5825132
21/06/2015,244.3002601
22/06/2015,247.0178925
23/06/2015,244.1847633
24/06/2015,240.4515453
25/06/2015,242.3478577
26/06/2015,242.9679974
27/06/2015,251.5293267
28/06/2015,249.0582858
29/06/2015,256.6502224
30/06/2015,263.8543569
01/07/2015,258.0426476
02/07/2015,254.7471134
03/07/2015,256.0870428
04/07/2015,260.5092396
05/07/2015,271.3024582
06/07/2015,269.1379401
07/07/2015,266.4699191
08/07/2015,270.5761429
09/07/2015,269.6803048
10/07/2015,285.5587808
11/07/2015,293.9174538
12/07/2015,311.4818799
13/07/2015,292.6492238
14/07/2015,287.7409515
15/07/2015,285.9228854
16/07/2015,278.5327493
17/07/2015,280.0647247
18/07/2015,277.3546353
19/07/2015,275.2819895
20/07/2015,279.114393
21/07/2015,276.6524126
22/07/2015,277.7643691
23/07/2015,276.8116286
24/07/2015,289.3059763
25/07/2015,289.50764
26/07/2015,293.3148428
27/07/2015,294.4267618
28/07/2015,295.4101253
29/07/2015,289.8558364
30/07/2015,288.2362607
31/07/2015,284.5973244
01/08/2015,281.6688463
02/08/2015,282.4230064
03/08/2015,282.1850523
04/08/2015,285.2866175
05/08/2015,282.3388869
06/08/2015,278.9957487
07/08/2015,279.4887151
08/08/2015,261.4502756
09/08/2015,266.3420205
10/08/2015,264.9288252
11/08/2015,271.4217361
12/08/2015,268.1438685
13/08/2015,264.691628
14/08/2015,266.3559416
15/08/2015,261.9368366
16/08/2015,258.9308174
17/08/2015,258.0093983
18/08/2015,217.8858831
19/08/2015,227.2182519
20/08/2015,235.5238831
21/08/2015,232.8006178
22/08/2015,230.6391733
23/08/2015,228.6730739
24/08/2015,211.9559176
25/08/2015,222.6550395
26/08/2015,226.1167002
27/08/2015,224.9398773
28/08/2015,232.1708083
29/08/2015,229.8262002
30/08/2015,229.0195725
31/08/2015,230.6894661
01/09/2015,227.9555704
02/09/2015,229.5021807
03/09/2015,227.1071216
04/09/2015,231.1775634
05/09/2015,235.9030061
06/09/2015,240.8054722
07/09/2015,240.6336157
08/09/2015,244.1749527
09/09/2015,238.7224632
10/09/2015,238.7504772
11/09/2015,240.8450081
12/09/2015,236.3518322
13/09/2015,230.5488373
14/09/2015,230.948794
15/09/2015,230.39859
16/09/2015,229.0432858
17/09/2015,233.2026978
18/09/2015,233.1751309
19/09/2015,232.2415681
20/09/2015,231.3623238
21/09/2015,226.773448
22/09/2015,230.6263048
23/09/2015,230.1324378
24/09/2015,234.3198685
25/09/2015,235.5382218
26/09/2015,234.5918144
27/09/2015,233.2433098
28/09/2015,240.0172653
29/09/2015,237.3362338
30/09/2015,236.739848
01/10/2015,238.2298139
02/10/2015,237.9370073
03/10/2015,239.7358977
04/10/2015,239.5169249
05/10/2015,240.9612138
06/10/2015,246.9404982
07/10/2015,243.7344868
08/10/2015,243.029633
09/10/2015,244.4488875
10/10/2015,245.9559243
11/10/2015,248.5281654
12/10/2015,246.0936373
13/10/2015,250.4713007
14/10/2015,253.1423255
15/10/2015,254.693015
16/10/2015,262.7373632
17/10/2015,271.9309389
18/10/2015,263.4816774
19/10/2015,264.3627282
20/10/2015,270.8322119
21/10/2015,268.0402177
22/10/2015,275.4149565
23/10/2015,278.612778
24/10/2015,283.6111429
25/10/2015,286.0496935
26/10/2015,286.7033828
27/10/2015,295.5629138
28/10/2015,304.442097
29/10/2015,314.8794623
30/10/2015,328.4923212
31/10/2015,314.1195082
01/11/2015,329.8542276
02/11/2015,364.616628
03/11/2015,400.9231052
04/11/2015,405.4816815
05/11/2015,384.341223
06/11/2015,372.9754179
07/11/2015,386.5045508
08/11/2015,372.4001297
09/11/2015,380.4956444
10/11/2015,337.8305023
11/11/2015,308.9221859
12/11/2015,337.5229886
13/11/2015,337.2789582
14/11/2015,333.0471175
15/11/2015,319.9280216
16/11/2015,331.132725
17/11/2015,335.8497861
18/11/2015,335.744505
19/11/2015,326.2321455
20/11/2015,321.9404755
21/11/2015,325.9052312
22/11/2015,323.7169661
23/11/2015,323.0125563
24/11/2015,319.9613565
25/11/2015,328.9604573
26/11/2015,356.2552925
27/11/2015,359.2688244
28/11/2015,356.5673226
29/11/2015,371.7076125
30/11/2015,377.3898399
01/12/2015,362.5323758
02/12/2015,359.2224041
03/12/2015,361.2100681
04/12/2015,363.2416318
05/12/2015,389.3629588
06/12/2015,393.3191297
07/12/2015,395.3465883
08/12/2015,413.7986604
09/12/2015,417.6326712
10/12/2015,415.7299243
11/12/2015,453.8614801
12/12/2015,435.8557224
13/12/2015,434.4034664
14/12/2015,442.9916897
15/12/2015,464.6178717
16/12/2015,454.1424924
17/12/2015,456.2401346
18/12/2015,463.1757697
19/12/2015,461.3999079
20/12/2015,442.1539901
21/12/2015,437.6401295
22/12/2015,435.268379
23/12/2015,442.6657271
24/12/2015,455.878713
25/12/2015,455.7188258
26/12/2015,418.2215316
27/12/2015,422.7058945
28/12/2015,421.0528796
29/12/2015,431.3400213
30/12/2015,426.043647
31/12/2015,429.6771534
01/01/2016,434.6780064
02/01/2016,434.4398773
03/01/2016,430.13618
04/01/2016,433.4489711
05/01/2016,432.6695026
06/01/2016,430.6778697
07/01/2016,459.2089401
08/01/2016,454.1344237
09/01/2016,449.8452162
10/01/2016,448.5802162
11/01/2016,449.033059
12/01/2016,441.7681572
13/01/2016,432.3106452
14/01/2016,429.8232247
15/01/2016,367.8231999
16/01/2016,388.0712046
17/01/2016,382.4820865
18/01/2016,384.8651666
19/01/2016,378.161725
20/01/2016,420.6229242
21/01/2016,409.2984597
22/01/2016,381.0464594
23/01/2016,386.3706026
24/01/2016,403.4469267
25/01/2016,391.9860973
26/01/2016,391.1429351
27/01/2016,394.6275304
28/01/2016,378.9009956
29/01/2016,378.9999948
30/01/2016,377.2627791
31/01/2016,366.3416876
01/02/2016,371.2234351
02/02/2016,372.9276312
03/02/2016,368.0982066
04/02/2016,389.7230812
05/02/2016,384.398414
06/02/2016,374.6315555
07/02/2016,375.1539176
08/02/2016,370.8143503
09/02/2016,373.5116129
10/02/2016,379.0826116
11/02/2016,377.6391651
12/02/2016,382.2944565
13/02/2016,389.5984325
14/02/2016,406.1506695
15/02/2016,399.2676186
16/02/2016,407.0353095
17/02/2016,415.3241134
18/02/2016,421.289663
19/02/2016,419.6265285
20/02/2016,440.1957601
21/02/2016,438.7186127
22/02/2016,437.5352951
23/02/2016,420.0325926
24/02/2016,423.9951125
25/02/2016,424.0908703
26/02/2016,431.762242
27/02/2016,432.947846
28/02/2016,433.1022627
29/02/2016,437.7758726
01/03/2016,432.8078672
02/03/2016,423.0797894
03/03/2016,419.2688213
04/03/2016,407.9901543
05/03/2016,397.3144539
06/03/2016,403.7051875
07/03/2016,413.2293662
